Nome,Nota,Link
Até o Limite da Honra,Nota: 3.5 estrelas,https://filmow.com/ate-o-limite-da-honra-t232/
Jackass: Cara-de-Pau - Volume 1,Nota: 4 estrelas,https://filmow.com/jackass-cara-de-pau-volume-1-t27382/
Jackass Para Sempre,Nota: 4 estrelas,https://filmow.com/jackass-para-sempre-t227916/
The Dirt - Confissões do Mötley Crue,Nota: 3.5 estrelas,https://filmow.com/the-dirt-confissoes-do-motley-crue-t90667/
"Jogos, Trapaças e Dois Canos Fumegantes",Nota: 3 estrelas,https://filmow.com/jogos-trapacas-e-dois-canos-fumegantes-t7013/
Infiltrado,Nota: 4 estrelas,https://filmow.com/infiltrado-t285555/
Homem-Aranha: Longe de Casa,Nota: 2 estrelas,https://filmow.com/homem-aranha-longe-de-casa-t243553/
Homem-Aranha: De Volta ao Lar,Nota: 3 estrelas,https://filmow.com/homem-aranha-de-volta-ao-lar-t61508/
O Bombardeio,Nota: 4 estrelas,https://filmow.com/o-bombardeio-t287571/
No Ritmo do Coração,Nota: 3 estrelas,https://filmow.com/no-ritmo-do-coracao-t310903/
Sempre em Frente,Nota: 2 estrelas,https://filmow.com/sempre-em-frente-t284582/
Licorice Pizza,Nota: 2.5 estrelas,https://filmow.com/licorice-pizza-t287473/
O Último Duelo,Nota: 4 estrelas,https://filmow.com/o-ultimo-duelo-t280911/
O Beco do Pesadelo,Nota: 3 estrelas,https://filmow.com/o-beco-do-pesadelo-t246539/
King Richard: Criando Campeãs,Nota: 4 estrelas,https://filmow.com/king-richard-criando-campeas-t273393/
Encanto,Nota: 3 estrelas,https://filmow.com/encanto-t300512/
Homens Brancos não Sabem Enterrar,Nota: 5 estrelas,https://filmow.com/homens-brancos-nao-sabem-enterrar-t2756/
Dias de Trovão,Nota: 3.5 estrelas,https://filmow.com/dias-de-trovao-t402/
Con Air: A Rota da Fuga,Nota: 3 estrelas,https://filmow.com/con-air-a-rota-da-fuga-t334/
Armageddon,Nota: 3 estrelas,https://filmow.com/armageddon-t200/
Caçadores de Emoção,Nota: 4 estrelas,https://filmow.com/cacadores-de-emocao-t293/
Os Caça-Fantasmas,Nota: 3 estrelas,https://filmow.com/os-caca-fantasmas-t883/
Independence Day,Nota: 3 estrelas,https://filmow.com/independence-day-t556/
Monster: Desejo Assassino,Nota: 3.5 estrelas,https://filmow.com/monster-desejo-assassino-t1864/
Vôo United 93,Nota: 4 estrelas,https://filmow.com/voo-united-93-t6533/
Jason Bourne,Nota: 3 estrelas,https://filmow.com/jason-bourne-t83757/
Sr. & Sra. Smith,Nota: 3 estrelas,https://filmow.com/sr-sra-smith-t10/
22 de Julho,Nota: 3 estrelas,https://filmow.com/22-de-julho-t260805/
Bicho de Sete Cabeças,Nota: 3.5 estrelas,https://filmow.com/bicho-de-sete-cabecas-t4542/
Sleepers: A Vingança Adormecida,Nota: 4 estrelas,https://filmow.com/sleepers-a-vinganca-adormecida-t6234/
684: Unidade de Combate,Nota: 4 estrelas,https://filmow.com/684-unidade-de-combate-t12318/
O Lobo Atrás da Porta,Nota: 5 estrelas,https://filmow.com/o-lobo-atras-da-porta-t74861/
Memphis Belle: A Fortaleza Voadora,Nota: 4 estrelas,https://filmow.com/memphis-belle-a-fortaleza-voadora-t5373/
Ataque dos Cães,Nota: 1 estrela,https://filmow.com/ataque-dos-caes-t88192/
007: Quantum of Solace,Nota: 3.5 estrelas,https://filmow.com/007-quantum-of-solace-t31/
007: Cassino Royale,Nota: 4.5 estrelas,https://filmow.com/007-cassino-royale-t23/
Coração de Cavaleiro,Nota: 3 estrelas,https://filmow.com/coracao-de-cavaleiro-t352/
Tiros em Ruanda,Nota: 5 estrelas,https://filmow.com/tiros-em-ruanda-t6333/
The East,Nota: 3 estrelas,https://filmow.com/the-east-t275386/
T-34: O Monstro de Metal,Nota: 4 estrelas,https://filmow.com/t-34-o-monstro-de-metal-t266340/
Chamas da Vingança,Nota: 3 estrelas,https://filmow.com/chamas-da-vinganca-t311/
O Massacre de Nanquim,Nota: 5 estrelas,https://filmow.com/o-massacre-de-nanquim-t19738/
O Patrão: Radiografia de um Crime,Nota: 4 estrelas,https://filmow.com/o-patrao-radiografia-de-um-crime-t208531/
Retorno da Lenda,Nota: 4 estrelas,https://filmow.com/retorno-da-lenda-t312932/
Pérolas no Mar,Nota: 3 estrelas,https://filmow.com/perolas-no-mar-t258478/
100 metros,Nota: 3.5 estrelas,https://filmow.com/100-metros-t207460/
Tempo de Glória,Nota: 4 estrelas,https://filmow.com/tempo-de-gloria-t6300/
Rastros de um Sequestro,Nota: 4 estrelas,https://filmow.com/rastros-de-um-sequestro-t242630/
"Primeiro, Mataram o Meu Pai",Nota: 4 estrelas,https://filmow.com/primeiro-mataram-o-meu-pai-t128606/
O Último Batalhão,Nota: 3.5 estrelas,https://filmow.com/o-ultimo-batalhao-t852/
Homem-Aranha 3,Nota: 2 estrelas,https://filmow.com/homem-aranha-3-t547/
Homem-Aranha 2,Nota: 3 estrelas,https://filmow.com/homem-aranha-2-t546/
A Onda,Nota: 4 estrelas,https://filmow.com/a-onda-t191769/
Contratadas para Matar,Nota: 4 estrelas,https://filmow.com/contratadas-para-matar-t9870/
Homem-Aranha,Nota: 3 estrelas,https://filmow.com/homem-aranha-t545/
Vingança & Castigo,Nota: 4 estrelas,https://filmow.com/vinganca-castigo-t281090/
BAC Nord: Sob Pressão,Nota: 4 estrelas,https://filmow.com/bac-nord-sob-pressao-t209363/
Imperdoável,Nota: 4 estrelas,https://filmow.com/imperdoavel-t287159/
Os Goonies,Nota: 4 estrelas,https://filmow.com/os-goonies-t1669/
Machuca,Nota: 3.5 estrelas,https://filmow.com/machuca-t1845/
Papillon,Nota: 3.5 estrelas,https://filmow.com/papillon-t206669/
007: Sem Tempo para Morrer,Nota: 4 estrelas,https://filmow.com/007-sem-tempo-para-morrer-t74443/
Samba,Nota: 4 estrelas,https://filmow.com/samba-t89015/
7 Prisioneiros,Nota: 4.5 estrelas,https://filmow.com/7-prisioneiros-t313122/
Duna,Nota: 3.5 estrelas,https://filmow.com/duna-t201306/
A Batalha Esquecida,Nota: 4 estrelas,https://filmow.com/a-batalha-esquecida-t287445/
Cry Macho: O Caminho para Redenção,Nota: 2 estrelas,https://filmow.com/cry-macho-o-caminho-para-redencao-t36862/
Vivos,Nota: 4 estrelas,https://filmow.com/vivos-t1200/
As Espiãs de Churchill,Nota: 2.5 estrelas,https://filmow.com/as-espias-de-churchill-t245447/
Faces da Verdade,Nota: 2.5 estrelas,https://filmow.com/faces-da-verdade-t9590/
O Preço da Verdade,Nota: 5 estrelas,https://filmow.com/o-preco-da-verdade-t264759/
A Noite Cairá,Nota: 5 estrelas,https://filmow.com/a-noite-caira-t116366/
A Resistência,Nota: 3.5 estrelas,https://filmow.com/a-resistencia-t33402/
Judas e o Messias Negro,Nota: 4.5 estrelas,https://filmow.com/judas-e-o-messias-negro-t278267/
Um Lugar Silencioso - Parte II,Nota: 3.5 estrelas,https://filmow.com/um-lugar-silencioso-parte-ii-t254768/
"Quo Vadis, Aida?",Nota: 5 estrelas,https://filmow.com/quo-vadis-aida-t302863/
O Divino Baggio,Nota: 2.5 estrelas,https://filmow.com/o-divino-baggio-t316462/
Pelé,Nota: 4.5 estrelas,https://filmow.com/pele-t312921/
Resistência,Nota: 4 estrelas,https://filmow.com/resistencia-t241134/
Bela Vingança,Nota: 3 estrelas,https://filmow.com/bela-vinganca-t271488/
Marshall: Igualdade e Justiça,Nota: 4 estrelas,https://filmow.com/marshall-igualdade-e-justica-t200448/
O Dia Depois de Amanhã,Nota: 4 estrelas,https://filmow.com/o-dia-depois-de-amanha-t754/
Druk: Mais Uma Rodada,Nota: 4 estrelas,https://filmow.com/druk-mais-uma-rodada-t277896/
Soul,Nota: 5 estrelas,https://filmow.com/soul-t278675/
O Som do Silêncio,Nota: 5 estrelas,https://filmow.com/o-som-do-silencio-t199191/
Mosul,Nota: 2.5 estrelas,https://filmow.com/mosul-t280750/
"Diego Maradona - Rebelde, Herói, Vigarista e Deus",Nota: 3.5 estrelas,https://filmow.com/diego-maradona-rebelde-heroi-vigarista-e-deus-t224558/
Uma Vida Oculta,Nota: 2 estrelas,https://filmow.com/uma-vida-oculta-t210247/
Os 7 de Chicago,Nota: 4.5 estrelas,https://filmow.com/os-7-de-chicago-t266620/
Halloween: A Noite do Terror,Nota: 4 estrelas,https://filmow.com/halloween-a-noite-do-terror-t7144/
Austrália,Nota: 1 estrela,https://filmow.com/australia-t1479/
Fomos Heróis,Nota: 3.5 estrelas,https://filmow.com/fomos-herois-t476/
Greyhound: Na Mira do Inimigo,Nota: 3 estrelas,https://filmow.com/greyhound-na-mira-do-inimigo-t216614/
Em Silêncio,Nota: 4 estrelas,https://filmow.com/em-silencio-t45962/
Desafio do Destino,Nota: 4 estrelas,https://filmow.com/desafio-do-destino-t1802/
Brian Banks: Um Sonho Interrompido,Nota: 5 estrelas,https://filmow.com/brian-banks-um-sonho-interrompido-t245477/
Straight Outta Compton - A História do N.W.A.,Nota: 4.5 estrelas,https://filmow.com/straight-outta-compton-a-historia-do-n-w-a-t117609/
Somos Marshall,Nota: 5 estrelas,https://filmow.com/somos-marshall-t6263/
Ouro e Cobiça,Nota: 3.5 estrelas,https://filmow.com/ouro-e-cobica-t116435/
O Grande Gatsby,Nota: 2 estrelas,https://filmow.com/o-grande-gatsby-t34593/
Momento Crítico,Nota: 3.5 estrelas,https://filmow.com/momento-critico-t686/
O Fotógrafo de Mauthausen,Nota: 4 estrelas,https://filmow.com/o-fotografo-de-mauthausen-t230026/
Um Estado de Liberdade,Nota: 3 estrelas,https://filmow.com/um-estado-de-liberdade-t110164/
Missão no Mar Vermelho,Nota: 4 estrelas,https://filmow.com/missao-no-mar-vermelho-t232144/
"Bem-Vindo, Doutor",Nota: 3 estrelas,https://filmow.com/bem-vindo-doutor-t206326/
Talento e Fé,Nota: 3 estrelas,https://filmow.com/talento-e-fe-t129657/
Rudy,Nota: 3.5 estrelas,https://filmow.com/rudy-t9505/
Patch Adams: O Amor É Contagioso,Nota: 4.5 estrelas,https://filmow.com/patch-adams-o-amor-e-contagioso-t3339/
Destacamento Blood,Nota: 3 estrelas,https://filmow.com/destacamento-blood-t272289/
Lutando Por Um Sonho,Nota: 4 estrelas,https://filmow.com/lutando-por-um-sonho-t207512/
"Sérgio, um brasileiro no mundo",Nota: 4 estrelas,https://filmow.com/sergio-um-brasileiro-no-mundo-t27894/
Sérgio,Nota: 3 estrelas,https://filmow.com/sergio-t262757/
Resgate,Nota: 3 estrelas,https://filmow.com/resgate-t263405/
Corrida Mortal,,https://filmow.com/corrida-mortal-t361/
O Inferno de Dante,Nota: 3 estrelas,https://filmow.com/o-inferno-de-dante-t788/
Midway: Batalha em Alto Mar,Nota: 2.5 estrelas,https://filmow.com/midway-batalha-em-alto-mar-t255230/
A Terra e a Sombra,Nota: 2 estrelas,https://filmow.com/a-terra-e-a-sombra-t124613/
A Gripe,Nota: 3 estrelas,https://filmow.com/a-gripe-t81814/
Battle of Jangsari,Nota: 3.5 estrelas,https://filmow.com/battle-of-jangsari-t285103/
Dois Papas,Nota: 5 estrelas,https://filmow.com/dois-papas-t240906/
71: No Meio do Fogo,Nota: 4 estrelas,https://filmow.com/71-no-meio-do-fogo-t35198/
Batismo de Sangue,Nota: 3 estrelas,https://filmow.com/batismo-de-sangue-t4529/
Dangal,Nota: 4 estrelas,https://filmow.com/dangal-t128739/
Ártico,Nota: 3 estrelas,https://filmow.com/artico-t233552/
1917,Nota: 4.5 estrelas,https://filmow.com/1917-t258293/
Alerta Lobo,Nota: 4 estrelas,https://filmow.com/alerta-lobo-t247372/
Batalon,Nota: 3.5 estrelas,https://filmow.com/batalon-t124900/
Pelotão de Elite,Nota: 4 estrelas,https://filmow.com/pelotao-de-elite-t24954/
Hurricane: O Furacão,Nota: 4 estrelas,https://filmow.com/hurricane-o-furacao-t1833/
Yamato,Nota: 3 estrelas,https://filmow.com/yamato-t7686/
Gagarin: O Primeiro no Espaço,Nota: 3.5 estrelas,https://filmow.com/gagarin-o-primeiro-no-espaco-t78711/
Marcados para Morrer,Nota: 4 estrelas,https://filmow.com/marcados-para-morrer-t51915/
O Céu de Outubro,Nota: 4 estrelas,https://filmow.com/o-ceu-de-outubro-t1880/
Sinais,Nota: 2.5 estrelas,https://filmow.com/sinais-t6777/
Entre Facas e Segredos,Nota: 3.5 estrelas,https://filmow.com/entre-facas-e-segredos-t263754/
Sim Senhor!,Nota: 3.5 estrelas,https://filmow.com/sim-senhor-t3535/
Ford vs Ferrari,Nota: 4.5 estrelas,https://filmow.com/ford-vs-ferrari-t91021/
O Irlandês,Nota: 3.5 estrelas,https://filmow.com/o-irlandes-t31212/
Joias Brutas,Nota: 3 estrelas,https://filmow.com/joias-brutas-t207494/
7 Caixas,Nota: 4 estrelas,https://filmow.com/7-caixas-t64822/
Uma Guerra Pessoal,Nota: 4.5 estrelas,https://filmow.com/uma-guerra-pessoal-t212789/
Meu Nome é Dolemite,Nota: 4 estrelas,https://filmow.com/meu-nome-e-dolemite-t258051/
Eles Não Envelhecerão,Nota: 4.5 estrelas,https://filmow.com/eles-nao-envelhecerao-t248897/
21 Gramas,Nota: 3 estrelas,https://filmow.com/21-gramas-t4077/
O Escocês Voador,Nota: 2.5 estrelas,https://filmow.com/o-escoces-voador-t5626/
Isto é Inglaterra,Nota: 3.5 estrelas,https://filmow.com/isto-e-inglaterra-t8250/
Os Irmãos Sisters,Nota: 2.5 estrelas,https://filmow.com/os-irmaos-sisters-t130573/
O Povo Contra Larry Flynt,Nota: 3 estrelas,https://filmow.com/o-povo-contra-larry-flynt-t1903/
O Veredicto,Nota: 3.5 estrelas,https://filmow.com/o-veredicto-t5852/
Os Aeronautas,Nota: 3 estrelas,https://filmow.com/os-aeronautas-t219255/
Névoa em Agosto,Nota: 3.5 estrelas,https://filmow.com/nevoa-em-agosto-t214183/
Jojo Rabbit,Nota: 4.5 estrelas,https://filmow.com/jojo-rabbit-t253138/
História de um Casamento,Nota: 4 estrelas,https://filmow.com/historia-de-um-casamento-t245237/
Zumbilândia: Atire Duas Vezes,Nota: 3 estrelas,https://filmow.com/zumbilandia-atire-duas-vezes-t107740/
A Vida Invisível,Nota: 3 estrelas,https://filmow.com/a-vida-invisivel-t214210/
Coringa,Nota: 4 estrelas,https://filmow.com/coringa-t208359/
O Segredo de Brokeback Mountain,Nota: 3 estrelas,https://filmow.com/o-segredo-de-brokeback-mountain-t5803/
Parasita,Nota: 3.5 estrelas,https://filmow.com/parasita-t249146/
Ad Astra: Rumo às Estrelas,Nota: 3.5 estrelas,https://filmow.com/ad-astra-rumo-as-estrelas-t84183/
Bacurau,Nota: 3.5 estrelas,https://filmow.com/bacurau-t77658/
Era Uma Vez em... Hollywood,Nota: 3 estrelas,https://filmow.com/era-uma-vez-em-hollywood-t237711/
Stalingrado - A Batalha Final,Nota: 3.5 estrelas,https://filmow.com/stalingrado-a-batalha-final-t6272/
Memórias Secretas,Nota: 3.5 estrelas,https://filmow.com/memorias-secretas-t103375/
O Sexto Sentido,Nota: 4.5 estrelas,https://filmow.com/o-sexto-sentido-t5811/
Ventos da Liberdade,Nota: 4.5 estrelas,https://filmow.com/ventos-da-liberdade-t265647/
Se a Rua Beale Falasse,Nota: 3 estrelas,https://filmow.com/se-a-rua-beale-falasse-t237620/
Atentado ao Hotel Taj Mahal,Nota: 4.5 estrelas,https://filmow.com/atentado-ao-hotel-taj-mahal-t200538/
O Anjo,Nota: 2.5 estrelas,https://filmow.com/o-anjo-t238118/
Onze Homens e um Segredo,Nota: 4 estrelas,https://filmow.com/onze-homens-e-um-segredo-t3255/
Apollo 13: Do Desastre ao Triunfo,Nota: 2.5 estrelas,https://filmow.com/apollo-13-do-desastre-ao-triunfo-t1462/
Jumanji: Bem-Vindo à Selva,Nota: 3.5 estrelas,https://filmow.com/jumanji-bem-vindo-a-selva-t70517/
Salyut-7: Missão Espacial,Nota: 4.5 estrelas,https://filmow.com/salyut-7-missao-espacial-t241277/
A Cinco Passos de Você,Nota: 2.5 estrelas,https://filmow.com/a-cinco-passos-de-voce-t249403/
Shazam!,Nota: 2 estrelas,https://filmow.com/shazam-t87019/
Salvando Leningrado,Nota: 3 estrelas,https://filmow.com/salvando-leningrado-t272654/
Rocketman,Nota: 3 estrelas,https://filmow.com/rocketman-t87734/
John Wick 3: Parabellum,Nota: 4 estrelas,https://filmow.com/john-wick-3-parabellum-t200580/
Operação Anthropoid,Nota: 3.5 estrelas,https://filmow.com/operacao-anthropoid-t119335/
Vingadores: Ultimato,Nota: 3.5 estrelas,https://filmow.com/vingadores-ultimato-t108766/
A Mula,Nota: 4 estrelas,https://filmow.com/a-mula-t249488/
Nós,Nota: 4 estrelas,https://filmow.com/nos-t241141/
O Menino que Descobriu o Vento,Nota: 4 estrelas,https://filmow.com/o-menino-que-descobriu-o-vento-t243198/
A Morte Te Dá Parabéns 2,Nota: 2 estrelas,https://filmow.com/a-morte-te-da-parabens-2-t252487/
Escape Room,Nota: 3 estrelas,https://filmow.com/escape-room-t241742/
Rocky II: A Revanche,Nota: 4 estrelas,https://filmow.com/rocky-ii-a-revanche-t1010/
Creed II,Nota: 4 estrelas,https://filmow.com/creed-ii-t209841/
Um Ladrão com Estilo,Nota: 3.5 estrelas,https://filmow.com/um-ladrao-com-estilo-t77533/
Zona de Risco,Nota: 3.5 estrelas,https://filmow.com/zona-de-risco-t6549/
A Primeira Noite de Um Homem,Nota: 3.5 estrelas,https://filmow.com/a-primeira-noite-de-um-homem-t2097/
Green Book: O Guia,Nota: 4 estrelas,https://filmow.com/green-book-o-guia-t235382/
A Conquista da Honra,Nota: 3 estrelas,https://filmow.com/a-conquista-da-honra-t68/
O Destemido Senhor da Guerra,Nota: 3 estrelas,https://filmow.com/o-destemido-senhor-da-guerra-t749/
Ponto Cego,Nota: 4 estrelas,https://filmow.com/ponto-cego-t238112/
Pais e Filhos,Nota: 3 estrelas,https://filmow.com/pais-e-filhos-t73393/
Primeiro da Classe,Nota: 5 estrelas,https://filmow.com/primeiro-da-classe-t23107/
País da Violência,Nota: 3 estrelas,https://filmow.com/pais-da-violencia-t225372/
[REC],Nota: 2.5 estrelas,https://filmow.com/rec-t6553/
O Casamento de Romeu e Julieta,,https://filmow.com/o-casamento-de-romeu-e-julieta-t3069/
Buscando...,Nota: 2 estrelas,https://filmow.com/buscando-t245934/
Forjando Campeões,Nota: 3.5 estrelas,https://filmow.com/forjando-campeoes-t238502/
Jersey Boys: Em Busca da Música,Nota: 3 estrelas,https://filmow.com/jersey-boys-em-busca-da-musica-t77381/
Museu,Nota: 3.5 estrelas,https://filmow.com/museu-t233036/
A Noite de 12 Anos,Nota: 3 estrelas,https://filmow.com/a-noite-de-12-anos-t260509/
Anos 90,Nota: 3 estrelas,https://filmow.com/anos-90-t204075/
Culpa,Nota: 3 estrelas,https://filmow.com/culpa-t245927/
Bird Box,Nota: 2.5 estrelas,https://filmow.com/bird-box-t125002/
A Estrada 47,Nota: 4 estrelas,https://filmow.com/a-estrada-47-t41691/
Nasce Uma Estrela,Nota: 4 estrelas,https://filmow.com/nasce-uma-estrela-t32221/
Operação Invasão 2,Nota: 3 estrelas,https://filmow.com/operacao-invasao-2-t61412/
Bohemian Rhapsody,Nota: 5 estrelas,https://filmow.com/bohemian-rhapsody-t47894/
Líbano,Nota: 3 estrelas,https://filmow.com/libano-t19850/
O Primeiro Homem,Nota: 4.5 estrelas,https://filmow.com/o-primeiro-homem-t196015/
Infiltrado na Klan,Nota: 4.5 estrelas,https://filmow.com/infiltrado-na-klan-t241044/
Bomb City,Nota: 4 estrelas,https://filmow.com/bomb-city-t208492/
A Troca,Nota: 4 estrelas,https://filmow.com/a-troca-t4311/
Cowboys do Espaço,Nota: 4 estrelas,https://filmow.com/cowboys-do-espaco-t1512/
Homem-Formiga e a Vespa,Nota: 3 estrelas,https://filmow.com/homem-formiga-e-a-vespa-t193060/
Central do Brasil,Nota: 4.5 estrelas,https://filmow.com/central-do-brasil-t4631/
Ghost Dog: Matador Implacável,Nota: 3 estrelas,https://filmow.com/ghost-dog-matador-implacavel-t5083/
Missão: Impossível - Efeito Fallout,Nota: 3.5 estrelas,https://filmow.com/missao-impossivel-efeito-fallout-t128973/
Vidas à Deriva,Nota: 3.5 estrelas,https://filmow.com/vidas-a-deriva-t224371/
O Exorcista,Nota: 4 estrelas,https://filmow.com/o-exorcista-t5632/
Fé Corrompida,Nota: 2.5 estrelas,https://filmow.com/fe-corrompida-t216639/
Pecados de Guerra,Nota: 4.5 estrelas,https://filmow.com/pecados-de-guerra-t1681/
De Volta a 1942,Nota: 3 estrelas,https://filmow.com/de-volta-a-1942-t66601/
Flores do Oriente,Nota: 4 estrelas,https://filmow.com/flores-do-oriente-t36315/
O Último Samurai,Nota: 3 estrelas,https://filmow.com/o-ultimo-samurai-t856/
Custódia,Nota: 4.5 estrelas,https://filmow.com/custodia-t217174/
A Garota no Trem,Nota: 3 estrelas,https://filmow.com/a-garota-no-trem-t117402/
Prece ao Nascer do Dia,Nota: 3 estrelas,https://filmow.com/prece-ao-nascer-do-dia-t114088/
Tully,Nota: 3 estrelas,https://filmow.com/tully-t204501/
Desejo e Reparação,Nota: 3 estrelas,https://filmow.com/desejo-e-reparacao-t4808/
Pânico,Nota: 2.5 estrelas,https://filmow.com/panico-t8138/
Missão: Impossível - Nação Secreta,Nota: 4 estrelas,https://filmow.com/missao-impossivel-nacao-secreta-t56583/
Missão: Impossível - Protocolo Fantasma,Nota: 3.5 estrelas,https://filmow.com/missao-impossivel-protocolo-fantasma-t14185/
Missão: Impossível 3,Nota: 3.5 estrelas,https://filmow.com/missao-impossivel-3-t682/
Missão: Impossível 2,Nota: 2 estrelas,https://filmow.com/missao-impossivel-2-t681/
Missão: Impossível,Nota: 3 estrelas,https://filmow.com/missao-impossivel-t680/
Os Incríveis 2,Nota: 4 estrelas,https://filmow.com/os-incriveis-2-t96426/
Hostis,Nota: 3 estrelas,https://filmow.com/hostis-t201083/
Escobar: A Traição,Nota: 3 estrelas,https://filmow.com/escobar-a-traicao-t123932/
The Front Line,Nota: 3.5 estrelas,https://filmow.com/the-front-line-t51270/
Hereditário,Nota: 3.5 estrelas,https://filmow.com/hereditario-t248759/
A Vilã,Nota: 3 estrelas,https://filmow.com/a-vila-t222454/
A Sniper Russa,Nota: 3 estrelas,https://filmow.com/a-sniper-russa-t117988/
Deadpool 2,Nota: 2.5 estrelas,https://filmow.com/deadpool-2-t129594/
O Fantasma da Sicília,Nota: 2 estrelas,https://filmow.com/o-fantasma-da-sicilia-t227200/
Vingadores: Guerra Infinita,Nota: 3.5 estrelas,https://filmow.com/vingadores-guerra-infinita-t73720/
Pantera Negra,Nota: 3.5 estrelas,https://filmow.com/pantera-negra-t58708/
Gabriel e a Montanha,Nota: 3 estrelas,https://filmow.com/gabriel-e-a-montanha-t233646/
Em Pedaços,Nota: 3 estrelas,https://filmow.com/em-pedacos-t207303/
My Way,Nota: 4 estrelas,https://filmow.com/my-way-t56927/
Hope,Nota: 4.5 estrelas,https://filmow.com/hope-t99814/
A Múmia,Nota: 3 estrelas,https://filmow.com/a-mumia-t113/
Um Lugar Silencioso,Nota: 3 estrelas,https://filmow.com/um-lugar-silencioso-t231833/
MIB: Homens de Preto,Nota: 4 estrelas,https://filmow.com/mib-homens-de-preto-t17/
Cães Raivosos,Nota: 3.5 estrelas,https://filmow.com/caes-raivosos-t13090/
Caminho da Liberdade,Nota: 3 estrelas,https://filmow.com/caminho-da-liberdade-t22156/
Homens de Coragem,Nota: 4 estrelas,https://filmow.com/homens-de-coragem-t202091/
Guardiões da Galáxia Vol. 2,Nota: 4 estrelas,https://filmow.com/guardioes-da-galaxia-vol-2-t103747/
Os Parças,Nota: 0.5 estrela,https://filmow.com/os-parcas-t238873/
Não,Nota: 3.5 estrelas,https://filmow.com/nao-t57514/
"4 Meses, 3 Semanas e 2 Dias",Nota: 3 estrelas,https://filmow.com/4-meses-3-semanas-e-2-dias-t4084/
Kick-Ass: Quebrando Tudo,Nota: 2.5 estrelas,https://filmow.com/kick-ass-quebrando-tudo-t10070/
Eu Sou a Lenda,Nota: 2.5 estrelas,https://filmow.com/eu-sou-a-lenda-t14/
Extraordinário,Nota: 5 estrelas,https://filmow.com/extraordinario-t81091/
"Corra, Lola, Corra",Nota: 4 estrelas,https://filmow.com/corra-lola-corra-t360/
Amém,Nota: 4 estrelas,https://filmow.com/amem-t4399/
O Conde de Monte Cristo,Nota: 3 estrelas,https://filmow.com/o-conde-de-monte-cristo-t742/
As Pontes de Madison,Nota: 3.5 estrelas,https://filmow.com/as-pontes-de-madison-t4479/
Jamaica Abaixo de Zero,Nota: 4.5 estrelas,https://filmow.com/jamaica-abaixo-de-zero-t1574/
Menina de Ouro,Nota: 4.5 estrelas,https://filmow.com/menina-de-ouro-t5374/
"João, O Maestro",Nota: 3 estrelas,https://filmow.com/joao-o-maestro-t208415/
Velocidade Máxima,Nota: 4 estrelas,https://filmow.com/velocidade-maxima-t1181/
Napola,Nota: 4.5 estrelas,https://filmow.com/napola-t17840/
Projeto Flórida,Nota: 3.5 estrelas,https://filmow.com/projeto-florida-t205655/
O Leitor,Nota: 4.5 estrelas,https://filmow.com/o-leitor-t4/
Underground: Mentiras de Guerra,Nota: 3.5 estrelas,https://filmow.com/underground-mentiras-de-guerra-t8701/
Entre Inimigos,Nota: 4 estrelas,https://filmow.com/entre-inimigos-t43684/
O Estrangeiro,Nota: 2.5 estrelas,https://filmow.com/o-estrangeiro-t125740/
O Quarto do Pânico,Nota: 3.5 estrelas,https://filmow.com/o-quarto-do-panico-t6909/
Lucky,Nota: 3.5 estrelas,https://filmow.com/lucky-t217177/
Glory,Nota: 3 estrelas,https://filmow.com/glory-t212277/
Borg vs McEnroe,Nota: 3 estrelas,https://filmow.com/borg-vs-mcenroe-t207110/
120 Batimentos por Minuto,Nota: 3.5 estrelas,https://filmow.com/120-batimentos-por-minuto-t232840/
Jogos Mortais 2,Nota: 3.5 estrelas,https://filmow.com/jogos-mortais-2-t7154/
Jogos Mortais,Nota: 3.5 estrelas,https://filmow.com/jogos-mortais-t6885/
Tucker & Dale Contra o Mal,Nota: 3 estrelas,https://filmow.com/tucker-dale-contra-o-mal-t22675/
O Poderoso Chefinho,Nota: 1.5 estrelas,https://filmow.com/o-poderoso-chefinho-t101178/
Viva: A Vida é Uma Festa,Nota: 3 estrelas,https://filmow.com/viva-a-vida-e-uma-festa-t75085/
Harry Potter e as Relíquias da Morte - Parte 2,Nota: 4.5 estrelas,https://filmow.com/harry-potter-e-as-reliquias-da-morte-parte-2-t15696/
Harry Potter e as Relíquias da Morte - Parte 1,Nota: 3 estrelas,https://filmow.com/harry-potter-e-as-reliquias-da-morte-parte-1-t9068/
Harry Potter e o Enigma do Príncipe,Nota: 2 estrelas,https://filmow.com/harry-potter-e-o-enigma-do-principe-t1564/
Harry Potter e a Ordem da Fênix,Nota: 2.5 estrelas,https://filmow.com/harry-potter-e-a-ordem-da-fenix-t1561/
Harry Potter e o Cálice de Fogo,Nota: 4 estrelas,https://filmow.com/harry-potter-e-o-calice-de-fogo-t1563/
Harry Potter e o Prisioneiro de Azkaban,Nota: 3 estrelas,https://filmow.com/harry-potter-e-o-prisioneiro-de-azkaban-t1565/
Harry Potter e a Câmara Secreta,Nota: 3 estrelas,https://filmow.com/harry-potter-e-a-camara-secreta-t1560/
Papai Bate um Bolão,,https://filmow.com/papai-bate-um-bolao-t3327/
Harry Potter e a Pedra Filosofal,Nota: 3.5 estrelas,https://filmow.com/harry-potter-e-a-pedra-filosofal-t1562/
Lady Bird: A Hora de Voar,Nota: 4 estrelas,https://filmow.com/lady-bird-a-hora-de-voar-t129489/
